0.0,0.503989920202,0.545989080218,0.419991600168,0.587988240235,0.881982360353,0.92398152037
0.0,3.14993700126,3.31793364133,2.26795464091,2.77194456111,5.83788324234,5.41789164217
0.629987400252,11.1297774045,10.4577908442,9.19781604368,10.1637967241,20.075598488,19.8236035279
2.05795884082,19.8236035279,19.2776144477,18.4376312474,20.8735825283,37.1272574549,36.5812683746
7.22385552289,27.8454430911,27.383452331,26.9214615708,30.2393952121,51.4069718606,51.2809743805
17.6396472071,33.8933221336,33.2213355733,34.6493070139,37.9252414952,59.8488030239,62.2007559849
36.2032759345,37.7992440151,37.2532549349,41.1171776564,44.3931121378,66.8206635867,68.5426291474
54.7249055019,40.9491810164,41.1171776564,45.6530869383,50.1889962201,71.6505669887,73.2885342293
68.5006299874,43.5951280974,44.4351112978,49.93700126,54.1369172617,74.2965140697,76.9424611508
77.7404451911,45.8630827383,46.5350692986,53.7169256615,57.496850063,76.8584628307,79.2944141117
83.1583368333,47.1650566989,48.5090298194,57.0768584628,60.3107937841,78.7904241915,81.5623687526
86.6022679546,48.9290214196,50.3569928601,59.5968080638,62.9567408652,80.2603947921,83.0743385132
88.4502309954,50.4409911802,52.2049559009,61.2767744645,64.5527089458,81.6463670727,84.3763124738
90.1301973961,52.0369592608,53.7169256615,62.9567408652,66.3166736665,82.612347753,85.6362872743
91.0541789164,53.3389332213,55.4388912222,64.3847123058,68.2066358673,84.2923141537,86.6022679546
91.8521629567,54.2209155817,56.5308693826,66.1066778664,69.8026039479,85.3842923142,87.9462410752
92.608147837,55.6488870223,57.622847543,67.8286434271,70.8525829483,86.1822763545,88.7022259555
93.1961360773,57.2028559429,58.7988240235,69.928601428,71.9445611088,87.1062578748,89.3322133557
93.7841243175,58.3368332633,60.1847963041,71.5245695086,73.8765224696,88.2402351953,90.1721965561
94.4561108778,59.6808063839,61.4867702646,73.2045359093,75.05249895,89.0802183956,91.0121797564
94.8341033179,60.8567828643,62.8307433851,74.5485090298,76.5224695506,89.8362032759,91.7261654767
95.2540949181,61.6127677446,63.8807223856,76.0604787904,77.7824443511,90.6341873163,92.3141537169
95.7580848383,62.7467450651,64.930701386,77.530449391,79.0424191516,91.3061738765,92.524149517
96.1780764385,63.6287274255,65.7286854263,78.9164216716,80.2603947921,91.7261654767,92.8601427971
96.4300713986,64.4267114658,66.8206635867,79.7564048719,81.4363712726,92.3141537169,93.2381352373
96.7240655187,65.3506929861,67.8706425871,80.7643847123,82.6963460731,92.8601427971,93.5321293574
96.8920621588,67.0306593868,68.5006299874,81.7723645527,83.4523309534,93.4481310374,94.1201175976
97.1020579588,67.9966400672,69.2566148677,82.9903401932,84.6283074339,93.9941201176,94.4981100378
97.522049559,68.9206215876,70.012599748,83.5783284334,85.6362872743,94.2881142377,94.7921041579
97.606047879,69.7606047879,70.6005879882,84.4183116338,86.2662746745,94.6241075178,95.1280974381
97.7740445191,70.5585888282,71.6085678286,85.3842923142,86.9382612348,94.7501049979,95.3380932381
98.0260394792,71.3145737085,72.3645527089,86.2242755145,87.526249475,95.1700965981,95.5480890382
98.1940361193,72.3645527089,73.4565308694,86.6862662747,88.0722385552,95.2540949181,95.7580848383
98.2780344393,73.1205375892,74.5065098698,87.526249475,88.7442251155,95.4640907182,96.0520789584
98.4460310794,74.2125157497,75.3044939101,88.1142377152,89.1222175556,95.5900881982,96.2200755985
98.5300293994,75.05249895,76.1444771105,88.8702225955,89.6262074759,95.7580848383,96.4300713986
98.5720285594,76.0184796304,77.1104577908,89.2902141957,89.920201596,95.8420831583,96.6820663587
98.6140277194,76.8164636707,77.8244435111,89.6682066359,90.3401931961,96.2200755985,96.8080638387
98.6980260395,77.8664426711,78.7064258715,89.8362032759,90.7601847963,96.5140697186,96.9340613188
98.7820243595,78.5384292314,79.2944141117,90.3821923562,91.0961780764,96.6400671987,97.1020579588
98.8240235195,79.3364132717,80.1763964721,90.6341873163,91.3481730365,96.8500629987,97.2700545989
