0.0,0.713985720286,0.671986560269,0.545989080218,0.671986560269,1.30197396052,1.0079798404
0.0419991600168,3.44393112138,3.48593028139,3.44393112138,3.31793364133,6.29987400252,5.92188156237
0.545989080218,10.8777824444,11.0037799244,11.1297774045,11.9697606048,20.5375892482,19.7396052079
2.14195716086,20.3695926081,20.2435951281,19.7396052079,22.595548089,37.2112557749,36.0772784544
7.51784964301,27.0474590508,29.0214195716,28.4754304914,31.4993700126,49.4330113398,51.5329693406
18.2276354473,32.9693406132,36.2452750945,35.6992860143,39.1012179756,58.8828223436,62.2847543049
36.6232675346,36.8332633347,40.2351952961,41.8731625367,45.4850902982,66.3586728265,69.0886182276
54.5149097018,39.941201176,42.8811423772,46.9130617388,50.1889962201,70.6005879882,73.9605207896
69.3826123478,42.419151617,45.2330953381,50.6929861403,54.3469130617,74.2125157497,78.2024359513
79.0424191516,44.3511129777,47.0810583788,53.4229315414,57.580848383,76.3964720706,80.5123897522
84.2083158337,45.7790844183,48.8870222596,56.0268794624,61.0247795044,78.6224275514,83.0743385132
87.3162536749,47.7950440991,50.4829903402,58.5888282234,63.1667366653,80.1343973121,84.4183116338
89.0382192356,49.3070138597,52.1209575808,60.4787904242,64.8467030659,81.6883662327,85.7622847543
90.2981940361,50.8609827803,53.5489290214,62.1167576648,66.6946661067,83.3683326333,87.0222595548
91.0121797564,52.7089458211,55.060898782,64.1327173457,68.4586308274,84.5863082738,88.0722385552
91.6421671567,54.0949181016,56.4468710626,65.7706845863,70.054598908,85.9722805544,89.0802183956
92.1461570769,55.7328853423,57.8328433431,67.576648467,71.6505669887,87.1482570349,89.8362032759
93.1961360773,57.2868542629,58.8828223436,69.2566148677,73.2465350693,87.568248635,90.6761864763
93.7421251575,58.6728265435,60.1847963041,71.6505669887,75.1364972701,88.8282234355,91.1381772365
94.4561108778,60.7307853843,62.0747585048,73.3725325493,76.3964720706,89.8362032759,92.0201595968
95.086098278,62.1587568249,62.9987400252,74.5905081898,78.0344393112,90.7601847963,92.482150357
95.7580848383,63.2087358253,64.1747165057,75.9344813104,79.4204115918,91.3901721966,92.8181436371
96.1360772785,64.4267114658,64.930701386,77.2364552709,80.5963880722,91.8941621168,93.0281394372
96.4720705586,65.4346913062,66.2326753465,78.4124317514,81.4783704326,92.6921461571,93.3641327173
96.8920621588,66.9046619068,66.9886602268,79.5044099118,82.528349433,93.3221335573,93.7001259975
97.1020579588,67.7866442671,68.0386392272,80.7643847123,83.4943301134,93.8681226375,93.9941201176
97.2280554389,68.6686266275,69.2146157077,81.9823603528,84.6283074339,94.2881142377,94.3301133977
97.396052079,70.012599748,70.2645947081,82.9903401932,85.3422931541,94.6241075178,94.6661066779
97.522049559,70.8945821084,70.8945821084,83.9563208736,86.0142797144,95.002099958,94.960100798
97.7320453591,71.8185636287,71.4405711886,84.7123057539,86.6862662747,95.086098278,95.1700965981
97.7740445191,72.8265434691,72.3225535489,85.9722805544,87.1902561949,95.2120957581,95.3380932381
97.8580428391,73.6665266695,73.2885342293,86.8542629147,87.8622427551,95.3800923982,95.4640907182
97.9000419992,74.5905081898,73.9605207896,87.9462410752,88.5762284754,95.6740865183,95.7160856783
98.0260394792,75.5144897102,74.5905081898,88.7862242755,89.2062158757,95.8840823184,95.9260814784
98.1520369593,76.1444771105,75.2624947501,89.5842083158,89.5842083158,96.1360772785,96.1780764385
98.4460310794,77.1104577908,76.3964720706,90.046199076,89.920201596,96.4300713986,96.3040739185
98.4460310794,77.8244435111,77.2784544309,90.4661906762,90.5501889962,96.5560688786,96.4300713986
98.6560268795,78.7484250315,78.0344393112,91.2221755565,90.9701805964,96.8500629987,96.5980680386
98.7820243595,79.4624107518,78.7904241915,91.6421671567,91.6001679966,96.9340613188,96.6820663587
98.9500209996,80.1343973121,79.4204115918,92.2721545569,92.0621587568,97.1020579588,96.7240655187
98.9500209996,80.8483830323,80.092398152,92.8181436371,92.482150357,97.1020579588,96.9760604788
