/mocapdata/data/flic/test/princess-diaries-2-00077601.jpg 81.3019064967 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00077691.jpg 41.8807831827 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00077831.jpg 54.4518135602 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00077851.jpg 32.2490309932 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00077861.jpg 54.4885309033 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00077881.jpg 58.1807528312 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00077911.jpg 43.5660418216 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00077911.jpg 69.3181073025 1,0,0,0,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00077931.jpg 65.7343137182 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078091.jpg 24.2074368738 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00078131.jpg 48.9182992345 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00078131.jpg 25.495097568 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00078251.jpg 91.4439719172 1,1,1,1,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078271.jpg 54.4518135602 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078411.jpg 61.0327780787 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078421.jpg 54.6443043693 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078481.jpg 67.8969807871 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078511.jpg 52.4022900263 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078521.jpg 48.7647413609 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00078531.jpg 54.5618914628 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078531.jpg 57.8013840665 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078541.jpg 63.6553218514 1,1,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078801.jpg 61.0737259384 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00078971.jpg 59.9332962551 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078991.jpg 66.3701740242 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00078991.jpg 72.470683728 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079041.jpg 60.827625303 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079071.jpg 41.2310562562 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00079081.jpg 40.3112887415 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00079091.jpg 35.0 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00079131.jpg 51.2445119013 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079141.jpg 45.0444225182 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00079181.jpg 56.2227711875 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079191.jpg 58.7281874401 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079201.jpg 59.4138031101 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079201.jpg 47.5078940809 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079211.jpg 51.7397332811 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079211.jpg 64.4049687524 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079281.jpg 52.6307894678 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079481.jpg 87.3212459829 1,0,0,1,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079491.jpg 59.4642749893 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079591.jpg 76.8439978138 1,1,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079601.jpg 57.4282160614 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079601.jpg 74.0607858451 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079611.jpg 68.7968022513 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079611.jpg 64.6606526413 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079631.jpg 59.4138031101 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00079711.jpg 85.4283325367 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00079811.jpg 62.6498204307 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00080161.jpg 68.2422156733 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00080461.jpg 45.343136195 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00080471.jpg 46.6904701197 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00080601.jpg 59.3969696197 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00080631.jpg 47.7074417675 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081241.jpg 21.5870331449 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081241.jpg 47.3814309619 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081251.jpg 46.6154480832 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081251.jpg 37.0 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081271.jpg 35.3836120259 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081281.jpg 46.2385120868 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081281.jpg 47.2016948848 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081291.jpg 46.5188133985 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081571.jpg 38.0788655293 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081571.jpg 44.0113621693 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081621.jpg 51.4198405287 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081691.jpg 26.1725046566 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081701.jpg 34.6698716467 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081741.jpg 76.3216876124 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00081751.jpg 95.5248658727 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00081881.jpg 43.931765273 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081901.jpg 45.9673797382 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081911.jpg 55.2268050859 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081981.jpg 46.8614980554 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00081991.jpg 49.6487663492 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00081991.jpg 48.4148737476 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082001.jpg 48.0104155366 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082001.jpg 50.2095608425 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082001.jpg 49.3963561409 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082011.jpg 39.6988664826 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00082021.jpg 45.8039299624 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082031.jpg 70.0357051796 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082061.jpg 62.3698645181 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082071.jpg 77.3369252039 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082201.jpg 62.6258732474 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082241.jpg 69.4262198308 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082251.jpg 51.6236379966 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082251.jpg 68.6002915446 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082441.jpg 76.2758153021 1,0,1,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082451.jpg 83.486525859 1,1,0,1,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082481.jpg 47.539457296 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082491.jpg 105.475115549 1,1,1,1,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082491.jpg 56.9385633819 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082501.jpg 99.0201999594 1,1,1,1,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00082501.jpg 43.4165866922 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00082901.jpg 52.8015151298 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084391.jpg 42.0119030752 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084611.jpg 53.600373133 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084631.jpg 94.4298681562 1,0,1,0,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00084851.jpg 62.096698785 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084871.jpg 68.6002915446 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084871.jpg 64.1404708433 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00084951.jpg 76.026311235 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00085001.jpg 60.207972894 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085001.jpg 65.2993108693 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085011.jpg 64.5368112011 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085011.jpg 66.0378679244 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085011.jpg 70.8025423272 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085021.jpg 71.2179752591 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00085021.jpg 75.6901578807 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00085121.jpg 65.06919394 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085201.jpg 57.6888204074 1,0,0,0,0,0,1
/mocapdata/data/flic/test/princess-diaries-2-00085471.jpg 46.2385120868 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00085931.jpg 36.6742416418 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00085961.jpg 42.3792402008 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00086061.jpg 31.0483493925 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00086271.jpg 65.2993108693 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00086311.jpg 61.2209114601 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00086311.jpg 84.0238061504 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00086321.jpg 59.6824932455 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00086331.jpg 75.6637297521 1,1,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00086361.jpg 67.1192967782 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00086981.jpg 59.6824932455 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00087431.jpg 73.1095069057 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00087431.jpg 59.816385715 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00087441.jpg 61.5223536611 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00087521.jpg 53.0377224247 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00087521.jpg 63.0317380373 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00087821.jpg 52.8015151298 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00087881.jpg 47.0106370942 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00088771.jpg 56.8242905807 1,0,0,0,0,0,1
/mocapdata/data/flic/test/princess-diaries-2-00088951.jpg 64.6374504448 1,1,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00088961.jpg 44.418464629 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089391.jpg 40.4969134626 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089401.jpg 60.2162768693 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089411.jpg 60.440052945 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089421.jpg 45.2216762184 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089431.jpg 55.8659108939 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089441.jpg 51.3127664427 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089451.jpg 52.3450093132 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089461.jpg 22.6715680975 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089461.jpg 38.8973006776 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089471.jpg 30.083217913 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089561.jpg 63.9765582069 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089771.jpg 36.0555127546 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089821.jpg 45.6508488421 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089861.jpg 50.1597448159 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089881.jpg 67.007462271 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089881.jpg 48.4148737476 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089931.jpg 41.0 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089941.jpg 45.0444225182 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089951.jpg 36.0138862107 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00089961.jpg 49.0917508345 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089961.jpg 42.6380112107 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00089971.jpg 71.4002801115 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089981.jpg 61.554853586 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089991.jpg 66.5732679084 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00089991.jpg 52.4309069157 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090001.jpg 74.3303437366 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090011.jpg 67.1192967782 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090011.jpg 49.2036584006 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090021.jpg 65.6048778674 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090061.jpg 45.4862616622 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00090061.jpg 73.2393336944 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090081.jpg 68.7677249878 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090161.jpg 67.9117073854 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090211.jpg 68.5419579528 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090211.jpg 63.5059052372 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090561.jpg 53.1507290637 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090651.jpg 60.8769250209 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090651.jpg 68.7677249878 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090651.jpg 104.004807581 1,0,1,1,1,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090661.jpg 66.0302960769 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090661.jpg 67.6239602508 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090661.jpg 53.2541078228 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090671.jpg 43.8292140016 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090671.jpg 59.076221951 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090681.jpg 67.8822509939 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090681.jpg 67.3572564762 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090691.jpg 53.1507290637 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00090691.jpg 83.5463942968 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090701.jpg 68.8839603972 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090701.jpg 72.9177618965 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00090701.jpg 53.2634959423 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091021.jpg 67.4759216313 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091021.jpg 52.4022900263 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00091061.jpg 52.3450093132 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091061.jpg 67.8969807871 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091081.jpg 73.5527021937 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091081.jpg 57.9827560573 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091101.jpg 49.3963561409 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091171.jpg 63.41135545 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091201.jpg 55.2177507691 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091201.jpg 75.0 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091211.jpg 52.4976189936 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091221.jpg 77.1038261048 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091231.jpg 82.8794305 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091241.jpg 79.649231007 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091251.jpg 84.8528137424 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091261.jpg 76.6941979553 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091271.jpg 60.440052945 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091271.jpg 82.8794305 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091281.jpg 67.4240313242 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091291.jpg 61.400325732 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091301.jpg 44.687805943 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00091301.jpg 69.5269731831 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091311.jpg 69.5269731831 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091321.jpg 70.1783442381 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091331.jpg 51.8652099196 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091351.jpg 45.0 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00091351.jpg 74.8131004571 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091361.jpg 49.6487663492 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091361.jpg 65.6048778674 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091371.jpg 45.2769256907 1,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00091371.jpg 68.1175454637 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091631.jpg 54.1202365109 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091681.jpg 50.960769225 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091691.jpg 47.759815745 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091701.jpg 51.0783711565 0,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091711.jpg 41.629316593 0,0,0,0,0,0,0
/mocapdata/data/flic/test/princess-diaries-2-00091711.jpg 67.3572564762 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091721.jpg 63.5609943283 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091741.jpg 94.1541289589 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091831.jpg 64.0312423743 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091871.jpg 64.0312423743 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091881.jpg 65.7647321898 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091901.jpg 67.2681202354 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091911.jpg 74.3303437366 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091911.jpg 79.2464510246 1,0,0,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00091921.jpg 51.4003891036 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00091961.jpg 66.0378679244 1,0,0,1,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00092241.jpg 63.6553218514 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00092261.jpg 79.2085853933 1,0,1,1,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00092271.jpg 73.0 1,1,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00092281.jpg 72.470683728 1,0,0,0,0,1,0
/mocapdata/data/flic/test/princess-diaries-2-00092291.jpg 73.5527021937 1,0,0,0,0,1,1
/mocapdata/data/flic/test/princess-diaries-2-00092301.jpg 74.6525284234 1,0,0,0,0,1,1
